title,handle,page,failedChecks,httpStatus,htmlBytes,images,availableVariantId
"North & Pearl Polished Statement Ring","north-pearl-signature-ring-7015","PASS","","200","215483","6","53814066512056"
"North & Pearl Charm Classic Name Necklace","north-pearl-name-necklace-5568","PASS","","200","216703","6","53814070902968"
"North & Pearl Refined Oval Bracelet","north-pearl-signature-bracelet-6682","PASS","","200","209221","5","53814077620408"
"North & Pearl Refined Polished Earrings","north-pearl-signature-earrings-6915","PASS","","200","209877","5","53814083911864"
"North & Pearl Polished Clover Bracelet","north-pearl-clover-bracelet-7425","PASS","","200","216065","6","53814088302776"
"North & Pearl Giftable Jewelry Set","north-pearl-signature-jewelry-set","PASS","","200","209310","5","53814092759224"
"North & Pearl Polished Jewelry Set","north-pearl-signature-jewelry-set-8616","PASS","","200","214854","6","53814099050680"
"North & Pearl Stacking Giftable Sparkle Bracelet","north-pearl-sparkle-bracelet-8259","PASS","","200","215530","6","53814104162488"
"North & Pearl Giftable Letter Earrings","north-pearl-letter-earrings-5006","PASS","","200","204297","4","53814110585016"
"North & Pearl Charm Classic Initial Necklace","north-pearl-initial-necklace-5273","PASS","","200","216759","6","53814117007544"
