title,handle,page,failedChecks,httpStatus,htmlBytes,images,availableVariantId
"North & Pearl Layered Initial Necklace","north-pearl-initial-necklace-1814","PASS","","200","190834","6","53799324451000"
"North & Pearl Oval Link Bracelet","north-pearl-chain-bracelet","PASS","","200","188968","6","53799324549304"
"North & Pearl Bead Earrings","north-pearl-bead-earrings","PASS","","200","189248","6","53799324582072"
"North & Pearl Minimal Letter Pendant","north-pearl-letter-necklace-4171","PASS","","200","190886","6","53799324614840"
"North & Pearl Smooth Layering Bracelet","north-pearl-snake-chain-bracelet","PASS","","200","189379","6","53799325073592"
"North & Pearl Bead Jewelry Set","north-pearl-bead-jewelry-set","PASS","","200","190018","6","53799325302968"
"North & Pearl Polished Initial Pendant","north-pearl-initial-necklace-6010","PASS","","200","192698","6","53799325401272"
"North & Pearl Giftable Name Necklace","north-pearl-name-necklace-6429","PASS","","200","190687","6","53799325532344"
"North & Pearl Sculpted Heart Pendant Necklace","north-pearl-heart-necklace-7284","PASS","","200","190958","6","53802346283192"
"North & Pearl Signature Name Necklace","north-pearl-name-necklace-0389","PASS","","200","191429","6","53802346348728"
"North & Pearl Sweetheart Pendant Necklace","north-pearl-heart-necklace-2260","PASS","","200","184541","5","53802346381496"
"North & Pearl Petite Heart Earrings","north-pearl-heart-earrings-5822","PASS","","200","184443","5","53802346709176"
"North & Pearl Clover Link Bracelet","north-pearl-clover-bracelet-1195","PASS","","200","188970","6","53802347004088"
"North & Pearl Dainty Letter Tag Necklace","north-pearl-letter-necklace-0689","PASS","","200","190760","6","53802347036856"
"North & Pearl Keepsake Heart Pendant Necklace","north-pearl-heart-necklace-2923","PASS","","200","190962","6","53802347069624"
"North & Pearl Beaded Keepsake Bracelet","north-pearl-bead-bracelet-0492","PASS","","200","190302","6","53802347167928"
"North & Pearl Everyday Name Necklace","north-pearl-name-necklace-4242","PASS","","200","190556","6","53802347200696"
"North & Pearl Polished Letter Pendant Necklace","north-pearl-letter-necklace-4810","PASS","","200","191015","6","53802347233464"
"North & Pearl Framed Initial Pendant Necklace","north-pearl-initial-necklace-6142","PASS","","200","190980","6","53802347364536"
"North & Pearl Classic Initial Charm Necklace","north-pearl-initial-necklace-4829","PASS","","200","190902","6","53802347528376"
"North & Pearl Statement Letter Pendant Necklace","north-pearl-letter-necklace-2555","PASS","","200","184740","5","53802347561144"
"North & Pearl Script Name Necklace","north-pearl-name-necklace-1616","PASS","","200","190443","6","53802347626680"
"North & Pearl Nameplate Charm Necklace","north-pearl-name-necklace-8213","PASS","","200","178023","4","53802347659448"
"North & Pearl Minimal Initial Pendant Necklace","north-pearl-initial-necklace-4204","PASS","","200","180057","4","53802347856056"
"North & Pearl Custom Script Name Necklace","north-pearl-name-necklace-7562","PASS","","200","190773","6","53802349035704"
"North & Pearl Petite Heart Charm Necklace","north-pearl-heart-necklace-0474","PASS","","200","190775","6","53802349068472"
"North & Pearl Everyday Letter Charm Necklace","north-pearl-letter-necklace-2156","PASS","","200","184621","5","53802349166776"
"North & Pearl Dainty Initial Necklace","north-pearl-initial-necklace-8531","PASS","","200","190620","6","53802349265080"
"North & Pearl Open Heart Pendant Necklace","north-pearl-heart-necklace-3361","PASS","","200","190768","6","53802349330616"
"North & Pearl Rounded Heart Pendant Necklace","north-pearl-heart-necklace-1404","PASS","","200","190861","6","53802349461688"
"North & Pearl Clover Station Bracelet","north-pearl-clover-bracelet-4268","PASS","","200","190688","6","53802349494456"
"North & Pearl Petite Letter Necklace","north-pearl-letter-necklace-1571","PASS","","200","184652","5","53802349559992"
"North & Pearl Floating Name Necklace","north-pearl-name-necklace-1956","PASS","","200","190816","6","53802350051512"
"North & Pearl Beaded Layering Necklace","north-pearl-bead-necklace","PASS","","200","189047","6","53802350477496"
"North & Pearl Layered Letter Necklace","north-pearl-letter-necklace-1755","PASS","","200","190617","6","53802351231160"
"North & Pearl Slim Letter Pendant Necklace","north-pearl-letter-necklace-2210","PASS","","200","190809","6","53802351296696"
"North & Pearl Heart Accent Ring","north-pearl-heart-ring-7637","PASS","","200","176391","4","53802351526072"
"North & Pearl Giftable Name Necklace","north-pearl-name-necklace-8379","PASS","","200","190547","6","53802351755448"
"North & Pearl Polished Name Pendant Necklace","north-pearl-name-necklace-5921","PASS","","200","184573","5","53802352935096"
"North & Pearl Bloom Pendant Necklace","north-pearl-flower-necklace","PASS","","200","190486","6","53802352967864"
"North & Pearl Block Initial Necklace","north-pearl-initial-necklace-3226","PASS","","200","190566","6","53802353033400"
"North & Pearl Personal Name Necklace","north-pearl-name-necklace-7245","PASS","","200","190551","6","53802353066168"
"North & Pearl Fine Script Name Necklace","north-pearl-name-necklace-6301","PASS","","200","191693","6","53802382426296"
"North & Pearl Polished Bead Bracelet","north-pearl-bead-bracelet-3656","PASS","","200","190600","6","53802387865784"
"North & Pearl Everyday Link Bracelet","north-pearl-signature-bracelet-1724","PASS","","200","189094","6","53802389045432"
"North & Pearl Framed Letter Necklace","north-pearl-letter-necklace-3046","PASS","","200","190579","6","53802389110968"
"North & Pearl Refined Name Necklace","north-pearl-name-necklace-6441","PASS","","200","190497","6","53802389143736"
"North & Pearl Simple Initial Pendant Necklace","north-pearl-initial-necklace-2758","PASS","","200","190946","6","53802389176504"
"North & Pearl Modern Name Necklace","north-pearl-name-necklace-6376","PASS","","200","190426","6","53802389209272"
"North & Pearl Keepsake Name Necklace","north-pearl-name-necklace-8628","PASS","","200","184267","5","53802389307576"
"North & Pearl Luxe Name Pendant Necklace","north-pearl-name-necklace-0823","PASS","","200","190821","6","53802389340344"
"North & Pearl Dainty Name Pendant Necklace","north-pearl-name-necklace-5254","PASS","","200","190755","6","53802389373112"
"North & Pearl Sparkle Pendant Necklace","north-pearl-sparkle-necklace-9390","PASS","","200","190744","6","53802389471416"
"North & Pearl Signature Letter Necklace","north-pearl-letter-necklace-7676","PASS","","200","190701","6","53802389504184"
"North & Pearl Polished Link Bracelet","north-pearl-signature-bracelet-6593","PASS","","200","186490","5","53802389536952"
"North & Pearl Sweetheart Drop Earrings","north-pearl-heart-earrings-5815","PASS","","200","176655","4","53802389569720"
